ID,Messages,prison,worship,attractive,farming,kill,banking,aggression,blue_collar_job,messaging,youth,communication,wealthy,politeness,affection,dominant_personality,childish,magic,family,love,deception,sleep,surprise,party,white_collar_job,masculine,swearing_terms,cold,morning,fun,play,money,reading,fight,social_media,help,technology,rural,ugliness,sexual,restaurant,wedding,military,dominant_heirarchical,vacation,confusion,positive_emotion,musical,superhero,fire,leader,economics,law,divine,smell,poor,optimism,injury,crime,listen,meeting,warmth,real_estate,fabric,science,programming,beach,night,phone,horror,cooking,speaking,shopping,celebration,school,business,plant,air_travel,health,cleaning,fashion,driving,writing,philosophy,ridicule,hearing,government,eating,home,text_abbreviations,violence,healing,shame,hygiene,journalism,friends,disgust,swimming,pet,disappointment,furniture,religion,ocean,music,hiking,royalty,pain,sympathy,fear,emotional,art,shape_and_size,hipster,envy,exercise,irritability,beauty,payment,tool,sound,leisure,pride,appearance,ship,nervousness,lust,ancient,stealing,neglect,monster,movement,independence,trust,anger,valuable,exotic,power,office,achievement,internet,weapon,car,giving,occupation,rage,liquid,sports,water,joy,death,competing,strength,clothing,dispute,domestic_work,urban,work,traveling,body,vehicle,terrorism,weakness,anticipation,gain,war,negotiate,animal,dance,timidity,alcohol,tourism,children,zest,weather,medieval,contentment,suffering,order,heroic,sailing,exasperation,legend,anonymity,feminine,noise,sadness,toy,computer,torment,breaking,politics,negative_emotion,medical_emergency,hate,cheerfulness,college,NNP,LS,PRP,JJR,VBG,IN,CD,PRP$,VBN,NNPS,NNS,JJS,VBD,JJ,DT,RBS,EX,CC,SYM,VBZ,WDT,RP,UH,RB,NN,WP,VB,POS,WRB,PDT,VBP,TO,FW,MD,RBR,PositiveCnt,NegativeCnt,PositiveStd,NegativeStd,PostitiveAvg,NegativeAvg,SubjectiveCnt,SubjectiveStd,SubjectiveAvg,WordSum,WordAvg,WordStd,CharacterSum,CharacterAvg,CharacterStd,UniqueCnt,Score
m5475,26,0,0,0,0,0,0,0,0,0.042553191,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0.063829787,0,0,0.021276596,0,0,0.021276596,0,0,0,0,0,0,0.191489362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0.021276596,0,0.021276596,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042553191,0,0,0,0.212765957,0,0,0,0,4,0,1,1,1,3,2,0,0,0,0,0,0,2,5,0,0,0,0,2,0,0,3,0,24,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0.5,-0.5,2,0.2,0.7,48,1.846153846,2.87819799,322,12.38461538,24.38012577,17,10
m1206,21,0,0,0.004901961,0,0,0.009803922,0,0,0.004901961,0,0.009803922,0.004901961,0,0,0,0,0,0,0.004901961,0,0.004901961,0,0.004901961,0,0,0.004901961,0.004901961,0.009803922,0,0,0.019607843,0,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0.009803922,0.004901961,0.004901961,0,0,0,0,0.009803922,0,0,0.004901961,0.004901961,0.009803922,0.009803922,0,0,0,0.004901961,0.004901961,0.009803922,0,0.004901961,0.004901961,0.004901961,0,0,0.019607843,0,0,0,0.004901961,0,0,0,0,0,0.004901961,0,0,0.009803922,0.024509804,0.009803922,0,0.009803922,0,0,0,0,0.004901961,0,0,0,0,0.004901961,0.004901961,0,0,0.009803922,0,0,0.004901961,0,0.004901961,0.009803922,0,0,0,0,0.014705882,0,0.004901961,0,0,0,0,0.004901961,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0.053921569,0.009803922,0,0.004901961,0,0.004901961,0,0,0,0,0,0,0.009803922,0,0.014705882,0,0.004901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004901961,0.004901961,0,0,0.004901961,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0.004901961,0,0,20,0,39,0,8,11,4,2,1,0,6,0,7,9,11,0,0,7,0,4,0,1,0,24,24,0,10,0,0,0,11,8,0,3,1,9,3,0.205793102,0.169967317,0.37959596,-0.433333333,14,0.27561665,0.445324675,207,9.857142857,7.086443895,1015,48.33333333,35.224901,21,12
m473,231,0,0,0.003541913,0,0,0.005903188,0,0.001770956,0.0094451,0.000590319,0.010035419,0.002361275,0.002361275,0.000590319,0.000590319,0.002361275,0,0.010035419,0.002951594,0.001180638,0.007083825,0.001770956,0.004132231,0.002361275,0.001770956,0.000590319,0.004132231,0.005312869,0.002361275,0.000590319,0.007674144,0,0.001770956,0.006493506,0.001770956,0.001770956,0.000590319,0,0.000590319,0.001770956,0.002951594,0.000590319,0,0.010625738,0.001180638,0.007674144,0.001770956,0,0,0.001770956,0.00472255,0.000590319,0.001180638,0.001180638,0.002361275,0.002951594,0,0,0.005312869,0.006493506,0,0.002361275,0.000590319,0,0.00472255,0,0.001180638,0.006493506,0,0,0.004132231,0.003541913,0.002951594,0.000590319,0.013577332,0.001770956,0.004132231,0.000590319,0.001180638,0.001770956,0.001770956,0.004132231,0,0,0.004132231,0.001180638,0.001180638,0.0094451,0.007674144,0.003541913,0.002951594,0.002361275,0.000590319,0.000590319,0.0094451,0,0,0,0,0.001770956,0,0.003541913,0.005903188,0,0.000590319,0.001770956,0,0.000590319,0.001180638,0.003541913,0.002951594,0,0.000590319,0.001180638,0,0.001770956,0.007674144,0.000590319,0.002361275,0.002951594,0,0.002361275,0.000590319,0.001770956,0,0,0,0,0,0.002361275,0,0.005903188,0,0.003541913,0,0,0.00472255,0,0.006493506,0,0.001770956,0.012987013,0.006493506,0,0,0.000590319,0.001180638,0,0.001180638,0,0.003541913,0.002361275,0,0.014167651,0.000590319,0.012396694,0.014757969,0.002361275,0.002361275,0,0,0,0.001180638,0,0,0,0.000590319,0,0,0.002361275,0.007674144,0.001180638,0.003541913,0,0.001180638,0.000590319,0.003541913,0,0.000590319,0,0,0,0.004132231,0.000590319,0,0.000590319,0.006493506,0,0,0,0.007674144,0.000590319,0.001180638,0,0.000590319,77,0,207,7,44,135,41,29,22,0,56,2,42,92,121,0,1,38,0,55,6,11,21,138,321,12,104,3,13,2,95,35,10,39,1,68,16,0.207829654,0.271319398,0.461921296,-0.287673611,96,0.251392849,0.554856289,1800,7.792207792,8.384696938,8692,37.62770563,43.00528422,211,3
e9237,168,0.001501502,0.001501502,0,0,0,0,0,0.001501502,0.010510511,0.001501502,0.009009009,0,0,0.001501502,0,0,0,0.001501502,0.003003003,0,0.001501502,0,0,0.001501502,0,0,0.001501502,0,0.004504505,0.001501502,0.003003003,0.003003003,0,0.001501502,0.001501502,0.006006006,0,0,0,0,0.001501502,0,0.001501502,0.003003003,0.001501502,0.003003003,0,0.001501502,0,0.003003003,0.001501502,0.001501502,0,0,0.001501502,0.001501502,0.001501502,0,0.003003003,0.004504505,0,0,0,0.003003003,0.001501502,0,0.001501502,0.013513514,0,0,0.001501502,0,0.001501502,0.004504505,0,0,0.001501502,0,0,0,0.006006006,0,0,0,0,0.001501502,0,0,0.001501502,0.003003003,0.001501502,0.001501502,0,0.001501502,0.003003003,0,0,0,0,0.003003003,0.001501502,0,0,0,0,0.001501502,0,0,0,0,0,0,0,0,0,0,0.001501502,0,0.001501502,0.003003003,0,0,0,0.001501502,0,0,0,0,0,0.001501502,0,0.001501502,0,0.001501502,0,0,0.001501502,0.003003003,0.007507508,0.001501502,0,0.003003003,0.001501502,0,0,0.001501502,0,0,0.001501502,0.003003003,0,0,0,0.001501502,0,0.001501502,0.009009009,0.001501502,0.007507508,0,0,0,0.003003003,0,0.001501502,0,0,0.001501502,0.001501502,0,0.003003003,0,0,0,0.001501502,0,0,0.001501502,0,0,0.001501502,0,0,0,0,0,0.006006006,0,0.001501502,0,0.001501502,0,0,0,0.004504505,157,0,5,0,4,10,8,3,0,0,12,1,13,46,5,0,0,10,0,12,2,0,0,12,352,0,9,0,0,0,8,4,2,3,0,4,3,0.143069039,0.094280904,0.3125,-0.433333333,8,0.156998209,0.65625,682,4.05952381,4.243626006,4206,25.03571429,30.43316112,165,15
m4947,572,0.000207943,0,0.001455604,0,0.000415887,0.001871491,0,0,0.003950925,0.002911208,0.009357455,0.000831774,0.000415887,0.002287378,0.001039717,0.004158869,0,0.009357455,0.004366812,0.004574756,0.004574756,0.000207943,0.00665419,0,0.000831774,0.009981285,0.002495321,0.001663548,0.000831774,0.002287378,0.003119152,0.001039717,0.001039717,0.003119152,0.001247661,0.001039717,0.000831774,0,0.002079434,0.001039717,0.002703265,0,0,0.004574756,0.004782699,0.010605115,0.00062383,0,0.000415887,0.000415887,0.00062383,0,0.001039717,0.000415887,0,0.00603036,0.001455604,0,0.004366812,0.001455604,0.000207943,0.001039717,0.000207943,0,0,0.000415887,0.002703265,0.007901851,0,0.000415887,0.013724267,0.00062383,0.002911208,0,0.006862133,0.002495321,0,0.001871491,0.001663548,0.000207943,0.004574756,0.00062383,0,0.001039717,0.003119152,0,0.002287378,0.011644833,0.002911208,0.005198586,0.003327095,0.002911208,0.001039717,0,0.00665419,0,0.000207943,0.00062383,0.000207943,0.000415887,0,0.000207943,0.001247661,0.000207943,0.000207943,0.004574756,0,0.000415887,0.001455604,0,0.001039717,0.000207943,0.001455604,0.001663548,0,0,0.001039717,0,0.00062383,0.002079434,0,0.001455604,0.000207943,0.002495321,0,0.000207943,0,0,0,0.001039717,0,0.005822416,0,0.001455604,0,0,0.000207943,0,0.002287378,0.00062383,0.003327095,0.008109794,0.000831774,0,0.001247661,0.001247661,0,0,0.001039717,0,0.001039717,0.00062383,0.001247661,0.008525681,0,0.004990643,0.007070077,0.002495321,0.003327095,0,0,0,0.000207943,0.000207943,0.000207943,0.00062383,0,0.000207943,0.001247661,0.000207943,0.007901851,0,0.001039717,0,0.001663548,0.000831774,0.003535038,0.000831774,0,0,0,0.000415887,0.002911208,0.000415887,0,0.001039717,0.001455604,0.00062383,0.000831774,0,0.016427532,0.001871491,0.003950925,0.001247661,0,180,0,943,14,135,388,39,93,55,0,80,9,192,167,250,0,15,125,0,129,26,44,16,485,557,52,408,9,83,4,389,156,2,93,3,119,104,0.19297464,0.222501144,0.367538856,-0.321791403,239,0.267607615,0.600762036,4898,8.562937063,8.649622477,23293,40.72202797,43.23740777,537,10
m8921,52,0,0.013015184,0,0,0,0,0,0,0.006507592,0,0.010845987,0,0.002169197,0.002169197,0.002169197,0,0,0.030368764,0.002169197,0,0.006507592,0,0.015184382,0,0,0.002169197,0.004338395,0.002169197,0,0.002169197,0,0,0,0,0,0,0,0.002169197,0,0,0.00867679,0,0,0.013015184,0.002169197,0.004338395,0,0,0,0,0,0,0.010845987,0,0,0.004338395,0,0,0.010845987,0.002169197,0,0.00867679,0,0,0,0.002169197,0.004338395,0.010845987,0,0,0.013015184,0.002169197,0.006507592,0.00867679,0,0,0,0.004338395,0.002169197,0,0.004338395,0,0.00867679,0,0.006507592,0,0,0.019522777,0.013015184,0,0,0.002169197,0,0,0.006507592,0,0.004338395,0,0,0.004338395,0.013015184,0.004338395,0,0,0,0.004338395,0,0,0,0,0,0,0,0.002169197,0.002169197,0,0,0,0,0.006507592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004338395,0,0,0,0.002169197,0.004338395,0.004338395,0,0.002169197,0,0.002169197,0,0,0.021691974,0.004338395,0.002169197,0.010845987,0,0.004338395,0,0,0,0,0,0,0,0,0,0,0.002169197,0.019522777,0,0.004338395,0,0,0.002169197,0,0,0.004338395,0,0,0,0,0,0.004338395,0.002169197,0,0,0,0,0.00867679,0.004338395,0.002169197,0,0.006507592,57,0,73,0,14,39,5,11,3,0,6,1,18,27,20,0,2,7,0,20,0,2,3,46,60,6,34,2,2,1,23,12,0,12,0,19,7,0.162704622,0.25053213,0.36211694,-0.368339002,29,0.223162118,0.555986435,470,9.038461538,8.711092704,2350,45.19230769,42.76547784,51,13
m1281,6,0,0,0,0,0,0,0,0,0.033333333,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0.016666667,0,0,0,0,8,0,3,0,2,7,1,1,0,0,3,0,2,3,4,0,0,1,0,3,0,0,0,4,8,0,5,0,0,0,2,2,0,3,0,2,0,0.3375,0,0.4625,0,2,0.1625,0.5375,60,10,6.08276253,277,46.16666667,28.84103943,6,16
m8979,1298,0.0003571,0.000238067,0.002261636,0,0.000238067,0.000476134,0.000476134,0.0003571,0.009046542,0.001428401,0.009284609,0.000833234,0.000952268,0.002142602,0.000476134,0.002737769,0,0.00309487,0.003332937,0.000714201,0.008570408,0.000595167,0.008808475,0.000476134,0.000833234,0.001071301,0.005832639,0.008332341,0.002023569,0.001428401,0.001785502,0.000952268,0.0003571,0.002499702,0.002261636,0.001666468,0.0003571,0.000238067,0.000952268,0.009165576,0.006189739,0,0,0.003332937,0.001904535,0.01071301,0.001428401,0,0.000714201,0.001309368,0.000952268,0.0003571,0.001071301,0.002142602,0.000119033,0.008094274,0.001071301,0.000476134,0.003690037,0.004642304,0.001071301,0.001190334,0.000476134,0.001071301,0.001190334,0.000952268,0.004523271,0.009522676,0.000119033,0.012141412,0.009641709,0.008570408,0.004761338,0.001190334,0.006665873,0.000595167,0.0003571,0.002737769,0.002380669,0.001309368,0.001428401,0.000833234,0,0.001190334,0.002142602,0.000119033,0.014760148,0.004523271,0.005118438,0.003571003,0.002499702,0.003690037,0.002142602,0.000119033,0.004880371,0.000119033,0.001190334,0.000714201,0,0.001309368,0,0.001547435,0.001547435,0.000952268,0.000238067,0.004166171,0.001428401,0.001666468,0.001666468,0.000952268,0.001666468,0.000714201,0.000119033,0.000833234,0.000119033,0.000714201,0.000833234,0.000833234,0.002618736,0.002499702,0.000119033,0.002975836,0.000119033,0.003332937,0.002380669,0.000119033,0.000238067,0.000119033,0,0.003213903,0,0.001785502,0.000119033,0.000714201,0.001190334,0.000238067,0.001547435,0.002261636,0.002737769,0.000476134,0.001547435,0.009760743,0.001071301,0.000119033,0.005713606,0.001428401,0.001547435,0.001547435,0.0003571,0.0003571,0.002023569,0.000714201,0.001190334,0.00654684,0.001071301,0.004523271,0.003928104,0.00309487,0.001428401,0,0.000238067,0.000238067,0.000119033,0.000119033,0.000476134,0.001547435,0.001309368,0.000476134,0.00345197,0.000476134,0.002142602,0.001547435,0.00380907,0,0.00380907,0.002618736,0.002618736,0.000833234,0.001428401,0,0,0,0.002975836,0.000833234,0.001666468,0.001071301,0.002618736,0.000119033,0.000952268,0,0.007499107,0.000952268,0.002261636,0.001785502,0.001428401,407,0,1266,16,255,626,68,118,92,0,219,12,293,481,541,1,12,255,0,197,15,86,40,644,1307,50,614,22,109,4,551,210,3,222,12,388,126,0.259672933,0.200196628,0.466811475,-0.318962836,549,0.252213428,0.578918901,9271,7.142526965,5.658395219,42681,32.88212635,28.4820513,1167,10
m3490,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,1,0,0.5,5,1.666666667,0.471404521,118,39.33333333,33.36997986,3,18
m9019,109,0.001282051,0,0.001282051,0,0,0.006410256,0,0.001282051,0.011538462,0.003846154,0.020512821,0,0,0.003846154,0,0.005128205,0,0.001282051,0.001282051,0,0.002564103,0,0.007692308,0,0.002564103,0,0.008974359,0,0.001282051,0.003846154,0.005128205,0,0,0.002564103,0,0,0,0,0,0.001282051,0.002564103,0,0,0.003846154,0,0.006410256,0,0,0,0,0.007692308,0.001282051,0,0,0.001282051,0.007692308,0.001282051,0,0.019230769,0.020512821,0,0.002564103,0,0,0.002564103,0.001282051,0.002564103,0.025641026,0,0,0.015384615,0.002564103,0.006410256,0,0.011538462,0.002564103,0.002564103,0,0,0,0.082051282,0.005128205,0,0,0.015384615,0.001282051,0.001282051,0.002564103,0.011538462,0,0.001282051,0.001282051,0,0.002564103,0.002564103,0,0,0,0,0,0,0.001282051,0,0,0,0.001282051,0.001282051,0.001282051,0,0,0.002564103,0.001282051,0,0,0,0.001282051,0.003846154,0,0,0.001282051,0,0,0.001282051,0.001282051,0.001282051,0,0,0,0,0,0,0,0,0.005128205,0,0,0,0,0.003846154,0,0.080769231,0.002564103,0,0,0,0,0.001282051,0.001282051,0.001282051,0,0,0,0.007692308,0.001282051,0,0.01025641,0.005128205,0,0.082051282,0,0,0,0,0,0,0,0,0,0,0.001282051,0.003846154,0.001282051,0.008974359,0,0.001282051,0.001282051,0,0,0.001282051,0,0,0,0,0,0.001282051,0.003846154,0.003846154,0,0.001282051,0.001282051,0.003846154,0.002564103,0.001282051,0.001282051,0,80,0,112,0,42,81,23,10,5,0,11,0,10,28,30,0,0,11,0,24,0,12,2,64,139,6,60,2,5,0,59,12,0,22,1,27,6,0.17774186,0.124721913,0.427145797,-0.333333333,34,0.241843461,0.652725257,846,7.76146789,6.20283907,3790,34.7706422,29.42495759,75,12
m4634,53,0,0,0,0,0,0.016759777,0,0,0.002793296,0,0.005586592,0,0,0,0,0.002793296,0,0.005586592,0,0,0,0,0.005586592,0,0,0,0,0,0,0,0.01396648,0,0.002793296,0.011173184,0,0,0.008379888,0,0,0,0.002793296,0,0,0.008379888,0,0.005586592,0,0,0,0,0,0,0,0,0,0.002793296,0,0,0,0.002793296,0,0,0,0,0,0,0,0.002793296,0,0,0,0,0.005586592,0,0.011173184,0.008379888,0.008379888,0.008379888,0,0,0.01396648,0,0,0,0,0,0,0,0,0,0.008379888,0,0,0,0,0,0,0,0,0,0,0,0,0.002793296,0,0,0,0,0,0,0,0,0,0,0,0,0.01396648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011173184,0,0,0,0,0.019553073,0,0.01396648,0.005586592,0.002793296,0,0,0,0,0,0.002793296,0,0,0,0,0,0.008379888,0.002793296,0.005586592,0,0.016759777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008379888,0,0.002793296,0,232,0,2,0,0,10,65,4,3,0,3,0,26,17,7,0,0,6,0,7,0,0,0,1,98,0,3,0,0,0,7,2,0,0,0,6,0,0.245113493,0,0.296060606,0,7,0.255150812,0.452871573,387,7.301886792,5.318479374,2730,51.50943396,31.81824719,47,11
m9751,20,0,0.009852217,0,0,0,0,0,0,0,0,0.014778325,0,0,0,0,0,0,0.004926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004926108,0,0,0,0,0,0,0,0,0,0,0.009852217,0,0,0,0,0,0.014778325,0,0,0,0,0,0,0,0,0.014778325,0,0,0.014778325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014778325,0,0,0,0.009852217,0,0,0,0,0,0,0,0,0,0,0,0.004926108,0,0,0,0,0,0,0,0,0,0.054187192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004926108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,2,0,1,6,81,0,0,0,5,0,1,9,0,0,0,0,0,0,0,0,0,6,19,0,3,0,0,0,1,1,0,1,0,1,12,0,0.033006207,0.4,-0.185416667,13,0.12349688,0.413461538,210,10.5,4.68508271,973,48.65,22.92220539,20,14
m8762,87,0,0.001557632,0.009345794,0.002336449,0,0.000778816,0,0,0.001557632,0.003894081,0.004672897,0,0.003894081,0.003894081,0,0.007009346,0,0.011682243,0.002336449,0,0.003894081,0,0.014797508,0,0,0,0.007009346,0.003115265,0.002336449,0.005451713,0.003115265,0.002336449,0,0.002336449,0.001557632,0.000778816,0,0,0,0.003894081,0.008566978,0,0,0.00623053,0.000778816,0.011682243,0.003115265,0,0.002336449,0.001557632,0.001557632,0.001557632,0.001557632,0,0,0.013239875,0.003894081,0,0.004672897,0.001557632,0.002336449,0.004672897,0.003115265,0,0,0,0.003115265,0.003115265,0,0.009345794,0.005451713,0.003894081,0.013239875,0.000778816,0.00623053,0.000778816,0.00623053,0,0.005451713,0.002336449,0.005451713,0,0,0,0.003115265,0.001557632,0.00623053,0.010124611,0.003115265,0.001557632,0.001557632,0.001557632,0.003894081,0,0.007009346,0,0.001557632,0,0,0.004672897,0.000778816,0.001557632,0.003115265,0.000778816,0.001557632,0.001557632,0.000778816,0.000778816,0.002336449,0.001557632,0.005451713,0.004672897,0,0.000778816,0,0.001557632,0.001557632,0.000778816,0.001557632,0.004672897,0,0.005451713,0.001557632,0.000778816,0.002336449,0.001557632,0,0,0,0.003115265,0,0.001557632,0,0.002336449,0.002336449,0.000778816,0.001557632,0.001557632,0.001557632,0.000778816,0.003115265,0.010124611,0,0,0.002336449,0.003115265,0.003115265,0.000778816,0.000778816,0,0.004672897,0.004672897,0,0.010903427,0,0.003894081,0.010124611,0.003115265,0.003115265,0,0.000778816,0,0.002336449,0,0.000778816,0.004672897,0.000778816,0,0,0.001557632,0.010124611,0.000778816,0.007009346,0,0.000778816,0.001557632,0.001557632,0.001557632,0.002336449,0,0,0,0.004672897,0.000778816,0.000778816,0.005451713,0.000778816,0,0.003115265,0,0.009345794,0.000778816,0.000778816,0.003894081,0.000778816,78,0,169,4,33,112,21,25,14,0,31,1,49,79,108,0,4,53,0,51,5,11,11,80,201,3,80,12,11,0,56,32,0,34,1,50,7,0.234378747,0.200407151,0.384581658,-0.237053571,62,0.265204822,0.613462124,1295,14.88505747,11.50654515,6952,79.90804598,63.11996099,87,15
m7340,37,0,0,0,0,0,0,0,0,0.023622047,0,0.007874016,0,0,0,0,0.007874016,0,0,0,0,0,0,0.015748031,0,0,0,0,0,0,0,0,0,0,0.015748031,0,0.015748031,0,0,0,0,0.007874016,0,0,0,0,0.007874016,0,0,0,0.015748031,0,0,0,0,0,0.007874016,0,0,0,0,0,0,0,0,0.015748031,0,0,0.031496063,0,0,0,0,0.015748031,0.007874016,0.007874016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015748031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015748031,0,0.031496063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015748031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015748031,0,0,0,0,0,0,0.007874016,0,57,0,0,0,1,3,8,0,0,0,3,0,2,5,2,0,0,1,0,1,0,1,0,1,66,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.8,0,1,0,1,144,3.891891892,4.189973771,1017,27.48648649,22.19035781,29,17
m5926,1559,0.000593042,0.000395361,0.001713231,0.000197681,0.000395361,0.003294676,0.000197681,0.000658935,0.006918819,0.00224038,0.00843437,0.001186083,0.001054296,0.007577754,0.000131787,0.003031102,0.000922509,0.006787032,0.006721139,0.000461255,0.004019504,0.000395361,0.006128097,0.002503954,0.000988403,0.001779125,0.005732736,0.00375593,0.001779125,0.001976805,0.004546653,0.003031102,0.000988403,0.003492356,0.001449657,0.002174486,0.000593042,0.000131787,0.000724829,0.003953611,0.001779125,0.000461255,0,0.00375593,0.000988403,0.011531365,0.000724829,0,0.000856616,0.000593042,0.002108593,0.00112019,0.001713231,0.000263574,0.000724829,0.010806537,0.001383764,0.000593042,0.006391671,0.00731418,0.000922509,0.001713231,0.000658935,0.00224038,0.002372167,0.00112019,0.00243806,0.007050606,0.000131787,0.006852926,0.005469162,0.004348972,0.003887717,0.004414866,0.009884027,0.001054296,0.001449657,0.001713231,0.002174486,0.000724829,0.002701634,0.003426463,0,0.000395361,0.004810227,0.000395361,0.010411176,0.008302583,0.017395888,0.003096995,0.003162889,0.003294676,0.001186083,0.001251977,0.008104902,0.000263574,0.000593042,0.000658935,0.000197681,0.00224038,0.000197681,0.001186083,0.00224038,0.000790722,0.000197681,0.004480759,0.001251977,0.001581444,0.002635741,0.000988403,0.002767528,0.000593042,6.59E-05,0.000790722,0.000593042,0.000395361,0.00355825,0.000593042,0.002174486,0.001515551,0,0.001779125,0.000461255,0.002108593,0.001383764,0.000922509,0.000461255,0.000131787,0.000527148,0.003228782,0.000197681,0.003162889,0.000263574,0.002174486,6.59E-05,0.000988403,0.004942014,0.000856616,0.003360569,0.001383764,0.001779125,0.009027412,0.004151292,0.000131787,0.001845018,0.001976805,0.000856616,0.000988403,0.00131787,0.000461255,0.003096995,0.001581444,0.001251977,0.007380074,0.000658935,0.00975224,0.005798629,0.001976805,0.002042699,0.000131787,0.000329468,0.000131787,0.000922509,0.000461255,0.000197681,0.001054296,0.000724829,0.000395361,0.00131787,0.000527148,0.004612546,0.001251977,0.005007907,0.000131787,0.001581444,0.002833421,0.001251977,0.001449657,0.000988403,0,0.000856616,0,0.001976805,0.001910912,0.001581444,0.001581444,0.003426463,6.59E-05,0.001383764,6.59E-05,0.008961518,0.000856616,0.002899315,0.000263574,0.004744333,550,0,1983,47,429,1158,243,270,206,0,426,13,568,850,955,1,36,415,0,394,33,146,57,1179,2931,64,1028,40,139,8,798,359,3,388,17,687,178,0.241036301,0.225090133,0.480458738,-0.321988714,931,0.224671359,0.626747253,15608,10.01154586,10.58366564,76345,48.97049391,52.50253449,1439,23
